id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,placa_vehiculo,id_proveedor
67,POL-356590,ASEG-100356,Vehículos,Choque,2025-01-27,2025-01-30,89700.0,82808.45,0.0,Negativa,Cuenca,Se reporta choque frontal severo de Audi A5 contra un objeto fijo en la calle Av. de las Américas de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica San Agustín,2,363,3,0,1,APL-4828,PROV-109
68,POL-346002,ASEG-100182,Vehículos,Choque,2025-01-30,2025-01-30,33930.0,32099.66,32099.66,Liquidado,Zamora,"El conductor reporta que al transitar por Calle Sevilla de Oro en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del BMW X6.",Sí,Tecnicentro El Oro,75,290,0,3,0,VLD-7213,PROV-103
69,POL-500533,ASEG-100323,Vehículos,Choque,2025-01-07,2025-01-07,68530.0,52996.0,52996.0,Pago Total,Azogues,Se reporta la rotura del parabrisas delantero del Audi A5 (1997) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Azogues. Sin terceras personas lesionadas.,Sí,Clínica Hospital Municipal Loja,76,289,0,1,0,UFP-9460,PROV-106
70,POL-348209,ASEG-100050,Vehículos,Daño material,2025-02-24,2025-02-25,4300.0,3924.07,3924.07,Pago Total,Loja,Se reporta la rotura del parabrisas delantero del Ford F150 (2004) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Multiservicios Loja Car,222,143,1,0,0,LVU-5085,PROV-102
71,POL-486676,ASEG-100002,Vehículos,Choque,2025-02-17,2025-02-17,68310.0,53434.95,0.0,Cierre Sin Consecuencia,Cuenca,El cliente presenta reclamo por colisión frontal de su Audi A3 contra un muro en Cuenca. Adjunta facturas de reparación emitidas por repuestos del motor. Auditoría detecta inconsistencias en las fechas de las facturas del taller.,No,Clínica Hospital Municipal Loja,363,2,0,3,1,ANJ-5490,PROV-106
72,POL-260845,ASEG-100352,Vehículos,Choque,2025-02-05,2025-02-06,61290.0,57703.59,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Honda Civic contra un objeto fijo en la calle Av. Remigio Crespo de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Talleres del Austro,0,365,1,0,1,AKO-2614,PROV-101
73,POL-657045,ASEG-100336,Salud,Atención médica,2025-02-08,2025-02-11,1017.44,923.38,378.92,Pago Parcial,Cuenca,El cliente reporta el robo parcial de los accesorios de su Chevrolet Malibu (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 12 de Abril de Cuenca.,Sí,Hospital Santa Inés Cuenca,93,272,3,2,0,,PROV-110
74,POL-761189,ASEG-100033,Vehículos,Choque,2025-02-20,2025-02-20,57120.0,53227.22,24406.38,Pago Parcial,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. del Ejército en Zamora. El conductor de un Mercedes C300 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dr. Luis Silva (Perito),200,165,0,1,0,VAJ-9319,PROV-111
75,POL-175177,ASEG-100358,Vehículos,Choque,2025-02-26,2025-02-28,42930.0,39895.45,39895.45,Pago Total,Azogues,"El conductor reporta que al transitar por Av. Aurelio Jaramillo en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del BMW X6.",Sí,Clínica San Agustín,65,300,2,3,0,UEU-6758,PROV-109
76,POL-116700,ASEG-100073,Vehículos,Choque,2025-01-12,2025-01-14,51210.0,47814.18,47814.18,Liquidado,Loja,"El conductor reporta que al transitar por Calle 18 de Noviembre en Loja, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Ford Fusion.",Sí,Ing. Carlos Mendoza (Perito),42,323,2,0,0,LRK-4434,PROV-110
77,POL-166264,ASEG-100208,Vehículos,Choque,2025-01-11,2025-01-11,89400.0,80101.56,80101.56,Pago Total,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. del Ejército en Zamora. El conductor de un Suburu Legacy indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Multiservicios Loja Car,54,311,0,0,0,VBT-5489,PROV-102
78,POL-527945,ASEG-100207,Vehículos,Choque,2025-02-14,2025-02-15,59730.0,53328.86,53328.86,Liquidado,Loja,El cliente reporta el robo parcial de los accesorios de su Audi A3 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Orillas del Zamora de Loja.,Sí,Ing. Carlos Mendoza (Perito),18,347,1,3,0,LGT-9885,PROV-110
79,POL-627540,ASEG-100187,Vehículos,Robo,2025-01-21,2025-01-23,8060.0,6726.43,3149.27,Pago Parcial,Zamora,El asegurado reporta un choque por alcance en la calle Calle Diego de Vaca de la ciudad de Zamora. Su Saab 95 (2004) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,41,324,2,0,0,VXG-5712,PROV-109
80,POL-279422,ASEG-100475,Vehículos,Choque,2025-01-18,2025-01-21,72200.0,54980.25,0.0,Negativa,Machala,Se reporta choque frontal severo de BMW M5 contra un objeto fijo en la calle Av. Madero Vargas de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Talleres del Austro,264,101,3,0,1,OJS-4041,PROV-101
81,POL-484200,ASEG-100274,Hogar,Incendio,2025-02-16,2025-02-19,7340.53,6024.72,2423.89,Pago Parcial,Machala,"Se reporta un choque lateral en la intersección de la calle Av. Las Palmeras en Machala. El conductor de un Accura MDX indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Otro,239,126,3,1,0,,PROV-102
82,POL-645258,ASEG-100461,Vehículos,Robo,2024-12-31,2025-01-01,6600.0,6216.8,2782.12,Pago Parcial,Loja,Se reporta la rotura del parabrisas delantero del Accura TL (2005) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Tecnicentro El Oro,260,105,1,2,0,LMR-1773,PROV-103
83,POL-694662,ASEG-100079,Vehículos,Robo,2025-01-26,2025-01-26,7500.0,5703.06,3261.39,Pago Parcial,Zamora,El cliente reporta el robo parcial de los accesorios de su Nissan Maxima (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. del Ejército de Zamora.,Sí,Clínica San Agustín,136,229,0,3,0,VLH-4721,PROV-109
84,POL-960680,ASEG-100101,Vehículos,Robo,2025-01-16,2025-01-16,6490.0,5660.71,5660.71,Pago Total,Loja,El cliente reporta el robo parcial de los accesorios de su Volkswagen Jetta (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle 18 de Noviembre de Loja.,Sí,Ing. Juan Castro (Perito),272,93,0,3,0,LFD-0994,PROV-112
85,POL-498140,ASEG-100358,Salud,Atención médica,2025-01-16,2025-01-16,982.44,789.73,0.0,Reserva,Azogues,Se reporta choque frontal severo de Audi A3 contra un objeto fijo en la calle Calle 3 de Noviembre de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica San Agustín,41,324,0,3,1,,PROV-117
86,POL-498875,ASEG-100129,Vehículos,Choque,2025-01-30,2025-02-01,58300.0,45025.42,45025.42,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Azogues. Su Suburu Legacy (2007) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica Hospital Municipal Loja,170,195,2,3,0,UUD-3875,PROV-106
87,POL-798177,ASEG-100454,Vehículos,Choque,2025-01-27,2025-01-27,68400.0,59324.16,59324.16,Liquidado,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. Remigio Crespo en Cuenca. El conductor de un Ford F150 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Tecnicentro El Oro,36,329,0,0,0,ASY-0537,PROV-103
88,POL-614763,ASEG-100214,Vehículos,Choque,2025-01-05,2025-01-07,64240.0,53942.1,53942.1,Liquidado,Zamora,El asegurado reporta un choque por alcance en la calle Av. del Ejército de la ciudad de Zamora. Su BMW 3 Series (2015) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Dra. María Cabrera (Perito),202,163,2,3,0,VBK-9505,PROV-113
89,POL-679370,ASEG-100379,Vehículos,Daño material,2025-01-27,2025-01-27,4700.0,3936.48,3936.48,Liquidado,Azogues,Se reporta la rotura del parabrisas delantero del Dodge Neon (2002) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Azogues. Sin terceras personas lesionadas.,Sí,Clínica La Cigüeña Machala,99,266,0,1,0,UUK-2112,PROV-108
90,POL-958857,ASEG-100151,Vehículos,Choque,2025-01-04,2025-01-05,45120.0,39611.89,0.0,Reserva,Zamora,Se reporta choque frontal severo de Accura MDX contra un objeto fijo en la calle Av. del Ejército de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Tecnicentro El Oro,0,365,1,0,1,VZF-1669,PROV-103
91,POL-686816,ASEG-100374,Vehículos,Choque,2025-02-21,2025-02-23,66950.0,57408.13,57408.13,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Av. Aurelio Jaramillo de la ciudad de Azogues. Su Saab 93 (1995) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Tecnicentro El Oro,23,342,2,0,0,UYG-6624,PROV-103
92,POL-127754,ASEG-100373,Vehículos,Choque,2025-01-30,2025-01-30,98340.0,77394.13,0.0,Negativa,Loja,Se reporta choque frontal severo de Honda Accord contra un objeto fijo en la calle Calle 18 de Noviembre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica La Cigüeña Machala,250,115,0,2,1,LAE-1360,PROV-108
93,POL-918629,ASEG-100390,Vehículos,Daño material,2025-02-25,2025-02-26,5900.0,4740.83,4740.83,Liquidado,Cuenca,El cliente reporta el robo parcial de los accesorios de su BMW X5 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Remigio Crespo de Cuenca.,Sí,Tecnicentro El Oro,57,308,1,1,0,AUA-7588,PROV-103
94,POL-731450,ASEG-100169,Vehículos,Choque,2025-02-06,2025-02-07,70680.0,60693.29,39510.99,Pago Parcial,Machala,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Machala. Su Ford Fusion (2009) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Tecnicentro El Oro,43,322,1,1,0,OVC-2581,PROV-103
95,POL-307447,ASEG-100335,Vehículos,Choque,2025-01-16,2025-01-19,93720.0,79508.68,79508.68,Pago Total,Machala,"Se reporta un choque lateral en la intersección de la calle Av. Las Palmeras en Machala. El conductor de un Mercedes ML350 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Enderezada y Pintura Lojanita,72,293,3,3,0,OYH-0339,PROV-104
96,POL-992145,ASEG-100171,Vehículos,Robo,2025-02-18,2025-02-21,6930.0,6435.36,6435.36,Liquidado,Azogues,"El conductor reporta que al transitar por Calle 3 de Noviembre en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Toyota Highlander.",Sí,Dr. Luis Silva (Perito),91,274,3,1,0,UVJ-1969,PROV-111
97,POL-900628,ASEG-100199,Salud,Atención médica,2025-01-11,2025-01-11,907.58,697.1,0.0,Negativa,Zamora,Se reporta choque frontal severo de Dodge RAM contra un objeto fijo en la calle Calle Sevilla de Oro de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica San Agustín,2,363,0,1,1,,PROV-113
98,POL-235220,ASEG-100196,Vehículos,Choque,2025-01-19,2025-01-20,64890.0,53361.76,0.0,Negativa,Machala,"El conductor declara haber perdido el control de su Nissan Pathfinder a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. 25 de Junio en Machala, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Hospital Santa Inés Cuenca,135,230,1,0,1,OMD-1938,PROV-107
99,POL-740019,ASEG-100060,Vehículos,Daño material,2025-02-19,2025-02-19,5400.0,4451.42,4451.42,Liquidado,Zamora,El asegurado reporta un choque por alcance en la calle Calle Diego de Vaca de la ciudad de Zamora. Su Saab 95 (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Hospital Santa Inés Cuenca,232,133,0,2,0,VBV-8030,PROV-107
100,POL-246882,ASEG-100357,Vehículos,Robo,2025-01-23,2025-01-26,5600.0,4697.25,4697.25,Liquidado,Loja,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Loja. Su Audi A3 (2007) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica La Cigüeña Machala,187,178,3,1,0,LCB-6611,PROV-108
101,POL-797613,ASEG-100156,Hogar,Incendio,2025-01-21,2025-01-22,34113.04,29142.78,29142.78,Pago Total,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. de las Américas en Cuenca. El conductor de un Saab 92x indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Otro,154,211,1,0,0,,PROV-107
102,POL-193442,ASEG-100430,Vehículos,Choque,2025-02-16,2025-02-19,52800.0,42907.28,42907.28,Liquidado,Machala,Se reporta la rotura del parabrisas delantero del Saab 95 (2004) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Ing. Juan Castro (Perito),259,106,3,1,0,OEU-6110,PROV-112
103,POL-389238,ASEG-100054,Vehículos,Choque,2025-01-26,2025-01-26,28800.0,22681.4,22681.4,Pago Total,Loja,El asegurado reporta un choque por alcance en la calle Av. Orillas del Zamora de la ciudad de Loja. Su Ford Fusion (2013) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Enderezada y Pintura Lojanita,173,192,0,0,0,LGZ-5570,PROV-104
104,POL-760179,ASEG-100099,Vehículos,Daño material,2025-02-12,2025-02-15,2970.0,2805.97,2805.97,Liquidado,Cuenca,El asegurado reporta un choque por alcance en la calle Calle Larga de la ciudad de Cuenca. Su Toyota Highlander (2008) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Dra. María Cabrera (Perito),197,168,3,2,0,AKT-1815,PROV-113
105,POL-939905,ASEG-100453,Vehículos,Choque,2025-02-09,2025-02-10,93480.0,85206.57,85206.57,Liquidado,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. Remigio Crespo en Cuenca. El conductor de un Chevrolet Malibu indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Ing. Juan Castro (Perito),125,240,1,0,0,AZN-9657,PROV-112
106,POL-872814,ASEG-100020,Vehículos,Robo,2024-12-29,2024-12-30,4320.0,4067.73,4067.73,Liquidado,Loja,Se reporta la rotura del parabrisas delantero del Mercedes E400 (2002) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Enderezada y Pintura Lojanita,53,312,1,0,0,LUD-8597,PROV-104
107,POL-632627,ASEG-100034,Vehículos,Choque,2025-01-10,2025-01-10,79800.0,63966.79,0.0,Reserva,Machala,Se reporta choque frontal severo de Saab 95 contra un objeto fijo en la calle Av. Las Palmeras de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica Hospital Municipal Loja,364,1,0,2,1,OYZ-4324,PROV-106
